编号,开始答题时间,结束答题时间,答题时长,地理位置国家和地区,地理位置省,地理位置市,1.您是在什么时候接触中文虚拟歌手的？,2.您常听哪些引擎的歌曲？:VOCALOID,2.您常听哪些引擎的歌曲？:Synthesizer V,2.您常听哪些引擎的歌曲？:UTAU,2.您常听哪些引擎的歌曲？:MUTA,2.您常听哪些引擎的歌曲？:Ace,2.您常听哪些引擎的歌曲？:Sharpkey / DeepVocal,2.您常听哪些引擎的歌曲？:CeVIO,2.您常听哪些引擎的歌曲？:其他____,2.您常听哪些引擎的歌曲？:其他____[选项填空],3.您常通过什么APP / 平台关注虚拟歌手领域？:Bilibili,3.您常通过什么APP / 平台关注虚拟歌手领域？:网易云音乐,3.您常通过什么APP / 平台关注虚拟歌手领域？:酷狗音乐,3.您常通过什么APP / 平台关注虚拟歌手领域？:5sing,3.您常通过什么APP / 平台关注虚拟歌手领域？:AcFun,3.您常通过什么APP / 平台关注虚拟歌手领域？:新浪微博,3.您常通过什么APP / 平台关注虚拟歌手领域？:百度贴吧,3.您常通过什么APP / 平台关注虚拟歌手领域？:半次元,3.您常通过什么APP / 平台关注虚拟歌手领域？:Lofter,3.您常通过什么APP / 平台关注虚拟歌手领域？:Pixiv,3.您常通过什么APP / 平台关注虚拟歌手领域？:知乎,3.您常通过什么APP / 平台关注虚拟歌手领域？:豆瓣,4.您喜欢什么形式的虚拟歌手作品？:原创音乐,4.您喜欢什么形式的虚拟歌手作品？:翻调音乐,4.您喜欢什么形式的虚拟歌手作品？:相声/小品/快板 等,4.您喜欢什么形式的虚拟歌手作品？:直播/生日会 等,4.您喜欢什么形式的虚拟歌手作品？:同人图,4.您喜欢什么形式的虚拟歌手作品？:同人文,4.您喜欢什么形式的虚拟歌手作品？:cosplay作品,5.就【音乐作品】而言，您常以何种方式听取？:Bilibili视频,5.就【音乐作品】而言，您常以何种方式听取？:Bilibili音频区,5.就【音乐作品】而言，您常以何种方式听取？:网易云音乐,5.就【音乐作品】而言，您常以何种方式听取？:其它音乐平台,5.就【音乐作品】而言，您常以何种方式听取？:专辑本地播放,6.对于投稿在Bilibili的歌曲视频，您通常如何打开？:收藏夹点进去,6.对于投稿在Bilibili的歌曲视频，您通常如何打开？:动态点进去,6.对于投稿在Bilibili的歌曲视频，您通常如何打开？:搜索,6.对于投稿在Bilibili的歌曲视频，您通常如何打开？:首页推送,6.对于投稿在Bilibili的歌曲视频，您通常如何打开？:群聊/微博上看到,7.您加入了以下类别的QQ/微信群聊吗？:官方群,7.您加入了以下类别的QQ/微信群聊吗？:P主群,7.您加入了以下类别的QQ/微信群聊吗？:民间歌姬粉丝群,7.您加入了以下类别的QQ/微信群聊吗？:民间P主粉丝群,7.您加入了以下类别的QQ/微信群聊吗？:民间一般讨论群,7.您加入了以下类别的QQ/微信群聊吗？:约稿群 / 社团群,8.您在中文虚拟歌手领域【一共】花费过多少金钱？,9.在【过去的一年】里，您在虚拟歌手领域花费如何？,10.您愿意在什么领域花费？:演唱会 / 线下生日会,10.您愿意在什么领域花费？:官方周边（非专辑）,10.您愿意在什么领域花费？:官方专辑,10.您愿意在什么领域花费？:官方手办 / 景品 / 山山人,10.您愿意在什么领域花费？:同人周边（非专辑）,10.您愿意在什么领域花费？:同人专辑,10.您愿意在什么领域花费？:声库 / 编辑器,10.您愿意在什么领域花费？:约稿,10.您愿意在什么领域花费？:直播打赏 / 充电,11.您是否长期接触以下领域？:日文VOCALOID,11.您是否长期接触以下领域？:真人唱见,11.您是否长期接触以下领域？:VUP、Vtb,11.您是否长期接触以下领域？:二次元游戏（原神、明日方舟、碧蓝航线等）,11.您是否长期接触以下领域？:P社游戏,11.您是否长期接触以下领域？:汉服、JK制服、Lolita等,11.您是否长期接触以下领域？:Cosplay,11.您是否长期接触以下领域？:手办圈,11.您是否长期接触以下领域？:OC圈（人设圈）,12.您对以下领域的态度如何？:日文VOCALOID,12.您对以下领域的态度如何？:真人唱见,12.您对以下领域的态度如何？:二次元游戏,12.您对以下领域的态度如何？:VUP / Vtb
256,2021-10-17 18:54,2021-10-17 18:57,160,中国,浙江省,宁波市,D.2017~2018年,A.VOCALOID,B.Synthesizer V,,,,,,,,E.几乎每天,D.时常看看,A.从来没有,B.几乎不看,C.偶尔看看,C.偶尔看看,C.偶尔看看,B.几乎不看,C.偶尔看看,C.偶尔看看,C.偶尔看看,B.几乎不看,E.很喜欢,D.喜欢,C.一般,D.喜欢,E.很喜欢,C.一般,C.一般,E.几乎每天,C.偶尔,D.时常,B.几乎没有,C.偶尔,C.偶尔,D.时常,D.时常,D.时常,C.偶尔,A.从来没有,D.3~5个,B.曾经有,B.曾经有,B.曾经有,B.曾经有,C.200~1000元,B.200元以内,C.比较愿意,D.愿意,D.愿意,C.比较愿意,C.比较愿意,C.比较愿意,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,A.日文VOCALOID,B.真人唱见,C.VUP、Vtb,D.二次元游戏（原神、明日方舟、碧蓝航线等）,E.P社游戏,,,,,D.有些喜欢,C.一般,D.有些喜欢,D.有些喜欢
255,2021-10-17 18:48,2021-10-17 18:57,543,中国,黑龙江省,,D.2017~2018年,A.VOCALOID,B.Synthesizer V,C.UTAU,,,F.Sharpkey / DeepVocal,,,,E.几乎每天,B.几乎不看,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,D.时常看看,A.从来没有,E.很喜欢,E.很喜欢,B.无感,B.无感,B.无感,B.无感,B.无感,E.几乎每天,B.几乎没有,C.偶尔,A.从来没有,B.几乎没有,B.几乎没有,D.时常,B.几乎没有,E.几乎每天,B.几乎没有,D.3~5个,E.6个及以上,A.从来没有,A.从来没有,A.从来没有,E.6个及以上,C.200~1000元,C.200~1000元,A.不愿意,A.不愿意,A.不愿意,A.不愿意,A.不愿意,A.不愿意,C.比较愿意,A.不愿意,A.不愿意,,B.真人唱见,C.VUP、Vtb,,,,,,,C.一般,C.一般,C.一般,C.一般
254,2021-10-17 18:52,2021-10-17 18:56,206,中国,浙江省,杭州市,B.2013~2014年,A.VOCALOID,B.Synthesizer V,C.UTAU,,,F.Sharpkey / DeepVocal,,,,D.时常看看,B.几乎不看,A.从来没有,C.偶尔看看,C.偶尔看看,B.几乎不看,A.从来没有,A.从来没有,D.时常看看,B.几乎不看,A.从来没有,A.从来没有,E.很喜欢,D.喜欢,C.一般,B.无感,D.喜欢,B.无感,C.一般,D.时常,B.几乎没有,D.时常,B.几乎没有,C.偶尔,C.偶尔,D.时常,D.时常,D.时常,D.时常,B.曾经有,D.3~5个,A.从来没有,B.曾经有,A.从来没有,C.1~2个,C.200~1000元,B.200元以内,B.观望 / 跟风,C.比较愿意,B.观望 / 跟风,B.观望 / 跟风,C.比较愿意,C.比较愿意,D.愿意,C.比较愿意,A.不愿意,A.日文VOCALOID,,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,F.汉服、JK制服、Lolita等,G.Cosplay,,I.OC圈（人设圈）,E.喜欢,C.一般,E.喜欢,A.反感
253,2021-10-17 18:51,2021-10-17 18:56,260,中国,福建省,福州市,C.2015~2016年,A.VOCALOID,B.Synthesizer V,,D.MUTA,,,,,,E.几乎每天,C.偶尔看看,A.从来没有,B.几乎不看,A.从来没有,B.几乎不看,A.从来没有,A.从来没有,C.偶尔看看,A.从来没有,A.从来没有,A.从来没有,E.很喜欢,E.很喜欢,D.喜欢,D.喜欢,E.很喜欢,C.一般,B.无感,E.几乎每天,C.偶尔,C.偶尔,C.偶尔,C.偶尔,E.几乎每天,C.偶尔,C.偶尔,E.几乎每天,C.偶尔,C.1~2个,A.从来没有,C.1~2个,D.3~5个,D.3~5个,C.1~2个,D.1000~5000元,D.1000~3000元,D.愿意,C.比较愿意,D.愿意,B.观望 / 跟风,C.比较愿意,D.愿意,D.愿意,C.比较愿意,A.不愿意,,,C.VUP、Vtb,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,,,,,D.有些喜欢,D.有些喜欢,E.喜欢,D.有些喜欢
252,2021-10-17 18:54,2021-10-17 18:55,105,中国,江苏省,南京市,C.2015~2016年,A.VOCALOID,B.Synthesizer V,,,,,,,,E.几乎每天,B.几乎不看,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,E.很喜欢,E.很喜欢,D.喜欢,C.一般,B.无感,B.无感,B.无感,E.几乎每天,C.偶尔,B.几乎没有,A.从来没有,A.从来没有,E.几乎每天,E.几乎每天,E.几乎每天,E.几乎每天,E.几乎每天,C.1~2个,D.3~5个,A.从来没有,C.1~2个,B.曾经有,A.从来没有,D.1000~5000元,C.200~1000元,D.愿意,B.观望 / 跟风,D.愿意,A.不愿意,A.不愿意,B.观望 / 跟风,B.观望 / 跟风,A.不愿意,A.不愿意,A.日文VOCALOID,,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,,,,,E.喜欢,D.有些喜欢,E.喜欢,D.有些喜欢
251,2021-10-17 18:53,2021-10-17 18:55,112,中国,江苏省,南京市,B.2013~2014年,A.VOCALOID,B.Synthesizer V,,,,,G.CeVIO,,,E.几乎每天,E.几乎每天,A.从来没有,A.从来没有,B.几乎不看,C.偶尔看看,B.几乎不看,A.从来没有,B.几乎不看,D.时常看看,C.偶尔看看,A.从来没有,E.很喜欢,E.很喜欢,D.喜欢,C.一般,D.喜欢,D.喜欢,D.喜欢,E.几乎每天,B.几乎没有,E.几乎每天,C.偶尔,D.时常,D.时常,D.时常,D.时常,D.时常,C.偶尔,C.1~2个,C.1~2个,A.从来没有,A.从来没有,C.1~2个,A.从来没有,C.200~1000元,C.200~1000元,B.观望 / 跟风,C.比较愿意,D.愿意,D.愿意,C.比较愿意,C.比较愿意,D.愿意,B.观望 / 跟风,B.观望 / 跟风,A.日文VOCALOID,B.真人唱见,C.VUP、Vtb,D.二次元游戏（原神、明日方舟、碧蓝航线等）,E.P社游戏,,G.Cosplay,,,E.喜欢,E.喜欢,E.喜欢,D.有些喜欢
250,2021-10-17 18:52,2021-10-17 18:55,171,中国,天津市,天津市,D.2017~2018年,A.VOCALOID,B.Synthesizer V,C.UTAU,,,,,,,E.几乎每天,C.偶尔看看,C.偶尔看看,C.偶尔看看,B.几乎不看,C.偶尔看看,B.几乎不看,B.几乎不看,C.偶尔看看,C.偶尔看看,B.几乎不看,B.几乎不看,D.喜欢,D.喜欢,C.一般,A.不喜欢,C.一般,C.一般,B.无感,E.几乎每天,C.偶尔,C.偶尔,C.偶尔,E.几乎每天,E.几乎每天,E.几乎每天,D.时常,E.几乎每天,C.偶尔,D.3~5个,D.3~5个,B.曾经有,C.1~2个,D.3~5个,D.3~5个,E.5000~20000元,D.1000~3000元,A.不愿意,B.观望 / 跟风,D.愿意,B.观望 / 跟风,B.观望 / 跟风,C.比较愿意,D.愿意,D.愿意,B.观望 / 跟风,A.日文VOCALOID,,,,,,,,,E.喜欢,E.喜欢,C.一般,B.有些反感
249,2021-10-17 18:52,2021-10-17 18:54,176,中国,浙江省,温州市,D.2017~2018年,A.VOCALOID,B.Synthesizer V,,,,,,H.其他,,E.几乎每天,C.偶尔看看,C.偶尔看看,A.从来没有,A.从来没有,C.偶尔看看,A.从来没有,C.偶尔看看,A.从来没有,A.从来没有,A.从来没有,A.从来没有,E.很喜欢,E.很喜欢,C.一般,D.喜欢,E.很喜欢,E.很喜欢,D.喜欢,E.几乎每天,C.偶尔,D.时常,C.偶尔,D.时常,D.时常,C.偶尔,D.时常,E.几乎每天,C.偶尔,E.6个及以上,E.6个及以上,E.6个及以上,D.3~5个,D.3~5个,D.3~5个,B.200元以内,A.没有花费,D.愿意,D.愿意,D.愿意,D.愿意,D.愿意,D.愿意,D.愿意,D.愿意,D.愿意,A.日文VOCALOID,,C.VUP、Vtb,D.二次元游戏（原神、明日方舟、碧蓝航线等）,E.P社游戏,,,,,D.有些喜欢,C.一般,D.有些喜欢,D.有些喜欢
248,2021-10-17 18:52,2021-10-17 18:54,142,中国,辽宁省,大连市,A.2012年及以前,A.VOCALOID,B.Synthesizer V,,,,,,,,D.时常看看,D.时常看看,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,B.几乎不看,A.从来没有,A.从来没有,A.从来没有,D.喜欢,D.喜欢,D.喜欢,E.很喜欢,E.很喜欢,B.无感,E.很喜欢,E.几乎每天,B.几乎没有,B.几乎没有,B.几乎没有,B.几乎没有,C.偶尔,C.偶尔,C.偶尔,E.几乎每天,C.偶尔,C.1~2个,C.1~2个,C.1~2个,C.1~2个,D.3~5个,C.1~2个,B.200元以内,B.200元以内,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,C.比较愿意,B.观望 / 跟风,A.不愿意,A.不愿意,A.日文VOCALOID,B.真人唱见,C.VUP、Vtb,,,,,,I.OC圈（人设圈）,E.喜欢,E.喜欢,E.喜欢,E.喜欢
247,2021-10-17 18:49,2021-10-17 18:54,263,中国,山西省,,A.2012年及以前,A.VOCALOID,,C.UTAU,D.MUTA,,,,,,D.时常看看,C.偶尔看看,B.几乎不看,D.时常看看,C.偶尔看看,E.几乎每天,C.偶尔看看,C.偶尔看看,D.时常看看,C.偶尔看看,C.偶尔看看,B.几乎不看,D.喜欢,D.喜欢,D.喜欢,D.喜欢,D.喜欢,D.喜欢,D.喜欢,D.时常,D.时常,D.时常,D.时常,D.时常,D.时常,D.时常,D.时常,D.时常,D.时常,B.曾经有,C.1~2个,A.从来没有,A.从来没有,E.6个及以上,C.1~2个,E.5000~20000元,C.200~1000元,B.观望 / 跟风,C.比较愿意,C.比较愿意,C.比较愿意,C.比较愿意,C.比较愿意,C.比较愿意,C.比较愿意,C.比较愿意,A.日文VOCALOID,B.真人唱见,C.VUP、Vtb,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,,,,,C.一般,C.一般,C.一般,C.一般
246,2021-10-17 18:51,2021-10-17 18:54,135,中国,陕西省,西安市,D.2017~2018年,A.VOCALOID,B.Synthesizer V,,,,,,,,D.时常看看,D.时常看看,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,C.偶尔看看,A.从来没有,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,E.很喜欢,D.喜欢,D.时常,C.偶尔,E.几乎每天,A.从来没有,D.时常,C.偶尔,D.时常,C.偶尔,C.偶尔,C.偶尔,A.从来没有,E.6个及以上,C.1~2个,A.从来没有,A.从来没有,A.从来没有,D.1000~5000元,E.3000~10000元,D.愿意,C.比较愿意,D.愿意,C.比较愿意,C.比较愿意,D.愿意,C.比较愿意,C.比较愿意,C.比较愿意,A.日文VOCALOID,,C.VUP、Vtb,,,,G.Cosplay,,,D.有些喜欢,D.有些喜欢,C.一般,D.有些喜欢
245,2021-10-17 18:48,2021-10-17 18:51,166,中国,北京市,北京市,F.今年（2021年）,A.VOCALOID,,,,,,,,,E.几乎每天,D.时常看看,A.从来没有,A.从来没有,A.从来没有,D.时常看看,A.从来没有,C.偶尔看看,C.偶尔看看,A.从来没有,C.偶尔看看,A.从来没有,E.很喜欢,E.很喜欢,D.喜欢,C.一般,C.一般,B.无感,C.一般,D.时常,C.偶尔,D.时常,B.几乎没有,C.偶尔,E.几乎每天,D.时常,D.时常,D.时常,D.时常,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,A.从来没有,B.200元以内,B.200元以内,B.观望 / 跟风,C.比较愿意,C.比较愿意,C.比较愿意,B.观望 / 跟风,B.观望 / 跟风,D.愿意,D.愿意,B.观望 / 跟风,,,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,F.汉服、JK制服、Lolita等,G.Cosplay,,,C.一般,C.一般,D.有些喜欢,C.一般
244,2021-10-17 18:47,2021-10-17 18:51,208,中国,重庆市,重庆市,D.2017~2018年,A.VOCALOID,B.Synthesizer V,C.UTAU,,E.Ace,,G.CeVIO,H.其他,X studio,E.几乎每天,A.从来没有,A.从来没有,A.从来没有,A.从来没有,C.偶尔看看,C.偶尔看看,A.从来没有,A.从来没有,A.从来没有,D.时常看看,A.从来没有,E.很喜欢,E.很喜欢,C.一般,C.一般,D.喜欢,B.无感,D.喜欢,E.几乎每天,C.偶尔,C.偶尔,C.偶尔,D.时常,E.几乎每天,E.几乎每天,D.时常,D.时常,D.时常,D.3~5个,E.6个及以上,E.6个及以上,A.从来没有,E.6个及以上,D.3~5个,C.200~1000元,C.200~1000元,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,B.观望 / 跟风,C.比较愿意,C.比较愿意,A.不愿意,A.日文VOCALOID,B.真人唱见,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,F.汉服、JK制服、Lolita等,G.Cosplay,,I.OC圈（人设圈）,E.喜欢,E.喜欢,E.喜欢,D.有些喜欢
243,2021-10-17 18:45,2021-10-17 18:50,314,中国,广东省,汕头市,B.2013~2014年,A.VOCALOID,B.Synthesizer V,C.UTAU,,,F.Sharpkey / DeepVocal,,,,E.几乎每天,D.时常看看,A.从来没有,D.时常看看,C.偶尔看看,C.偶尔看看,A.从来没有,A.从来没有,C.偶尔看看,A.从来没有,A.从来没有,A.从来没有,E.很喜欢,D.喜欢,D.喜欢,B.无感,D.喜欢,D.喜欢,C.一般,E.几乎每天,C.偶尔,D.时常,B.几乎没有,C.偶尔,D.时常,D.时常,D.时常,E.几乎每天,E.几乎每天,C.1~2个,C.1~2个,A.从来没有,A.从来没有,C.1~2个,C.1~2个,F.20000元以上,F.10000元以上,B.观望 / 跟风,B.观望 / 跟风,C.比较愿意,B.观望 / 跟风,B.观望 / 跟风,C.比较愿意,D.愿意,D.愿意,B.观望 / 跟风,A.日文VOCALOID,,C.VUP、Vtb,,,F.汉服、JK制服、Lolita等,,,I.OC圈（人设圈）,E.喜欢,C.一般,C.一般,D.有些喜欢
242,2021-10-17 18:41,2021-10-17 18:50,517,中国,四川省,成都市,C.2015~2016年,A.VOCALOID,,,,,,,,,E.几乎每天,D.时常看看,A.从来没有,C.偶尔看看,A.从来没有,C.偶尔看看,C.偶尔看看,B.几乎不看,E.几乎每天,A.从来没有,B.几乎不看,B.几乎不看,E.很喜欢,C.一般,E.很喜欢,D.喜欢,D.喜欢,C.一般,C.一般,E.几乎每天,C.偶尔,D.时常,B.几乎没有,B.几乎没有,E.几乎每天,D.时常,D.时常,C.偶尔,B.几乎没有,B.曾经有,B.曾经有,D.3~5个,C.1~2个,D.3~5个,D.3~5个,A.我从来没有花费过,A.没有花费,C.比较愿意,D.愿意,C.比较愿意,C.比较愿意,D.愿意,C.比较愿意,C.比较愿意,C.比较愿意,D.愿意,A.日文VOCALOID,B.真人唱见,,,,,,,,C.一般,D.有些喜欢,C.一般,C.一般
241,2021-10-17 18:46,2021-10-17 18:50,259,中国,陕西省,西安市,D.2017~2018年,A.VOCALOID,,,,,,,,,D.时常看看,E.几乎每天,B.几乎不看,B.几乎不看,B.几乎不看,B.几乎不看,C.偶尔看看,B.几乎不看,C.偶尔看看,C.偶尔看看,B.几乎不看,A.从来没有,D.喜欢,C.一般,B.无感,B.无感,D.喜欢,D.喜欢,A.不喜欢,D.时常,C.偶尔,E.几乎每天,B.几乎没有,D.时常,C.偶尔,D.时常,C.偶尔,C.偶尔,C.偶尔,A.从来没有,C.1~2个,C.1~2个,C.1~2个,C.1~2个,C.1~2个,C.200~1000元,C.200~1000元,A.不愿意,A.不愿意,B.观望 / 跟风,A.不愿意,B.观望 / 跟风,C.比较愿意,C.比较愿意,B.观望 / 跟风,A.不愿意,A.日文VOCALOID,B.真人唱见,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,,,,,E.喜欢,D.有些喜欢,E.喜欢,C.一般
240,2021-10-17 18:45,2021-10-17 18:49,237,中国,浙江省,宁波市,D.2017~2018年,A.VOCALOID,B.Synthesizer V,,,,,,,,D.时常看看,C.偶尔看看,B.几乎不看,B.几乎不看,A.从来没有,C.偶尔看看,B.几乎不看,C.偶尔看看,C.偶尔看看,D.时常看看,A.从来没有,A.从来没有,D.喜欢,D.喜欢,D.喜欢,C.一般,D.喜欢,C.一般,C.一般,D.时常,C.偶尔,C.偶尔,B.几乎没有,D.时常,C.偶尔,E.几乎每天,C.偶尔,D.时常,C.偶尔,C.1~2个,A.从来没有,C.1~2个,D.3~5个,A.从来没有,C.1~2个,C.200~1000元,B.200元以内,A.不愿意,B.观望 / 跟风,B.观望 / 跟风,A.不愿意,B.观望 / 跟风,C.比较愿意,A.不愿意,B.观望 / 跟风,A.不愿意,,,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,,,,,D.有些喜欢,C.一般,C.一般,C.一般
239,2021-10-17 18:47,2021-10-17 18:49,128,中国,内蒙古自治区,,B.2013~2014年,A.VOCALOID,B.Synthesizer V,,,,,,,,D.时常看看,D.时常看看,A.从来没有,C.偶尔看看,A.从来没有,C.偶尔看看,A.从来没有,B.几乎不看,B.几乎不看,A.从来没有,A.从来没有,A.从来没有,E.很喜欢,D.喜欢,C.一般,C.一般,E.很喜欢,B.无感,E.很喜欢,D.时常,C.偶尔,E.几乎每天,A.从来没有,C.偶尔,D.时常,C.偶尔,C.偶尔,D.时常,D.时常,B.曾经有,C.1~2个,B.曾经有,C.1~2个,B.曾经有,C.1~2个,C.200~1000元,B.200元以内,A.不愿意,A.不愿意,C.比较愿意,C.比较愿意,C.比较愿意,C.比较愿意,C.比较愿意,C.比较愿意,A.不愿意,,B.真人唱见,C.VUP、Vtb,D.二次元游戏（原神、明日方舟、碧蓝航线等）,E.P社游戏,F.汉服、JK制服、Lolita等,G.Cosplay,,,E.喜欢,D.有些喜欢,D.有些喜欢,E.喜欢
238,2021-10-17 18:45,2021-10-17 18:48,189,中国,湖南省,,E.2019~2020年,A.VOCALOID,B.Synthesizer V,C.UTAU,,,,,,,E.几乎每天,E.几乎每天,B.几乎不看,A.从来没有,B.几乎不看,B.几乎不看,B.几乎不看,B.几乎不看,B.几乎不看,A.从来没有,A.从来没有,A.从来没有,E.很喜欢,D.喜欢,B.无感,D.喜欢,D.喜欢,B.无感,B.无感,E.几乎每天,C.偶尔,E.几乎每天,B.几乎没有,E.几乎每天,C.偶尔,A.从来没有,D.时常,E.几乎每天,D.时常,A.从来没有,C.1~2个,C.1~2个,A.从来没有,D.3~5个,A.从来没有,A.我从来没有花费过,A.没有花费,C.比较愿意,D.愿意,D.愿意,D.愿意,D.愿意,D.愿意,C.比较愿意,C.比较愿意,B.观望 / 跟风,,,C.VUP、Vtb,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,F.汉服、JK制服、Lolita等,,,,E.喜欢,E.喜欢,E.喜欢,E.喜欢
237,2021-10-17 18:51,2021-10-17 18:53,132,中国,江苏省,苏州市,C.2015~2016年,A.VOCALOID,B.Synthesizer V,,,,,,,,E.几乎每天,E.几乎每天,B.几乎不看,A.从来没有,C.偶尔看看,C.偶尔看看,C.偶尔看看,A.从来没有,B.几乎不看,D.时常看看,C.偶尔看看,A.从来没有,E.很喜欢,D.喜欢,D.喜欢,E.很喜欢,E.很喜欢,B.无感,E.很喜欢,D.时常,D.时常,E.几乎每天,C.偶尔,E.几乎每天,E.几乎每天,E.几乎每天,D.时常,E.几乎每天,C.偶尔,B.曾经有,A.从来没有,A.从来没有,A.从来没有,C.1~2个,A.从来没有,C.200~1000元,C.200~1000元,D.愿意,D.愿意,D.愿意,D.愿意,D.愿意,D.愿意,D.愿意,B.观望 / 跟风,D.愿意,A.日文VOCALOID,B.真人唱见,C.VUP、Vtb,,,,,,,E.喜欢,E.喜欢,B.有些反感,C.一般
236,2021-10-17 18:44,2021-10-17 18:47,201,中国,广东省,,C.2015~2016年,A.VOCALOID,,,,,,,,,E.几乎每天,D.时常看看,A.从来没有,A.从来没有,A.从来没有,C.偶尔看看,A.从来没有,C.偶尔看看,C.偶尔看看,A.从来没有,A.从来没有,A.从来没有,E.很喜欢,C.一般,D.喜欢,E.很喜欢,D.喜欢,D.喜欢,C.一般,E.几乎每天,B.几乎没有,D.时常,C.偶尔,C.偶尔,D.时常,D.时常,D.时常,C.偶尔,C.偶尔,A.从来没有,A.从来没有,C.1~2个,A.从来没有,C.1~2个,A.从来没有,D.1000~5000元,C.200~1000元,D.愿意,D.愿意,D.愿意,D.愿意,C.比较愿意,D.愿意,D.愿意,C.比较愿意,D.愿意,,,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,,,,,D.有些喜欢,C.一般,D.有些喜欢,C.一般
235,2021-10-17 18:48,2021-10-17 18:49,29,中国,江苏省,,D.2017~2018年,A.VOCALOID,B.Synthesizer V,C.UTAU,,,,,,,E.几乎每天,C.偶尔看看,B.几乎不看,B.几乎不看,A.从来没有,C.偶尔看看,A.从来没有,A.从来没有,C.偶尔看看,A.从来没有,B.几乎不看,A.从来没有,E.很喜欢,E.很喜欢,D.喜欢,E.很喜欢,E.很喜欢,C.一般,C.一般,E.几乎每天,D.时常,C.偶尔,B.几乎没有,B.几乎没有,E.几乎每天,E.几乎每天,D.时常,E.几乎每天,C.偶尔,A.从来没有,C.1~2个,A.从来没有,B.曾经有,A.从来没有,A.从来没有,D.1000~5000元,C.200~1000元,D.愿意,C.比较愿意,D.愿意,B.观望 / 跟风,C.比较愿意,D.愿意,B.观望 / 跟风,A.不愿意,A.不愿意,,B.真人唱见,,,,,,,,D.有些喜欢,D.有些喜欢,C.一般,A.反感
234,2021-10-17 18:43,2021-10-17 18:46,193,中国,江西省,南昌市,F.今年（2021年）,A.VOCALOID,B.Synthesizer V,,,,,,,,E.几乎每天,D.时常看看,C.偶尔看看,C.偶尔看看,C.偶尔看看,B.几乎不看,A.从来没有,B.几乎不看,D.时常看看,B.几乎不看,A.从来没有,A.从来没有,D.喜欢,D.喜欢,D.喜欢,E.很喜欢,E.很喜欢,D.喜欢,D.喜欢,E.几乎每天,E.几乎每天,D.时常,B.几乎没有,D.时常,E.几乎每天,D.时常,D.时常,E.几乎每天,D.时常,B.曾经有,C.1~2个,A.从来没有,C.1~2个,C.1~2个,A.从来没有,B.200元以内,B.200元以内,D.愿意,C.比较愿意,D.愿意,D.愿意,C.比较愿意,C.比较愿意,C.比较愿意,B.观望 / 跟风,B.观望 / 跟风,,B.真人唱见,,D.二次元游戏（原神、明日方舟、碧蓝航线等）,,,,,I.OC圈（人设圈）,C.一般,D.有些喜欢,E.喜欢,C.一般
233,2021-10-17 18:41,2021-10-17 18:46,270,中国,广东省,珠海市,C.2015~2016年,A.VOCALOID,B.Synthesizer V,,,,,,,,E.几乎每天,D.时常看看,A.从来没有,A.从来没有,B.几乎不看,A.从来没有,A.从来没有,A.从来没有,A.从来没有,C.偶尔看看,A.从来没有,A.从来没有,E.很喜欢,D.喜欢,A.不喜欢,C.一般,D.喜欢,B.无感,B.无感,D.时常,B.几乎没有,E.几乎每天,B.几乎没有,D.时常,D.时常,D.时常,B.几乎没有,B.几乎没有,C.偶尔,C.1~2个,D.3~5个,A.从来没有,A.从来没有,D.3~5个,C.1~2个,C.200~1000元,C.200~1000元,B.观望 / 跟风,B.观望 / 跟风,C.比较愿意,A.不愿意,B.观望 / 跟风,B.观望 / 跟风,C.比较愿意,B.观望 / 跟风,A.不愿意,,B.真人唱见,,,,,,,,D.有些喜欢,E.喜欢,C.一般,C.一般
